HOU,B.Tate,2011,5.0,7.0,28.0,0.0,0.0,0.0,3.0,8.0,12.0,70.0,0.0,0.0,0.0,4.0
ARI,C.Taylor,2011,7.0,9.0,44.0,0.0,0.0,0.0,4.0,7.0,14.0,47.0,0.0,0.0,0.0,6.0
WAS,D.Stallworth,2011,16.0,23.0,193.0,2.0,5.0,69.0,6.0,2.0,5.0,24.0,1.0,2.0,19.0,4.0
SF,K.Williams,2011,13.0,14.0,179.0,0.0,1.0,0.0,6.0,6.0,14.0,51.0,0.0,1.0,0.0,6.0
SEA,D.Baldwin,2011,20.0,33.0,222.0,7.0,13.0,192.0,8.0,14.0,23.0,184.0,7.0,12.0,176.0,8.0
CLE,P.Hillis,2011,12.0,16.0,50.0,1.0,1.0,52.0,4.0,9.0,15.0,28.0,0.0,0.0,0.0,6.0
OAK,B.Myers,2011,4.0,5.0,34.0,1.0,1.0,24.0,6.0,8.0,17.0,51.0,2.0,3.0,41.0,6.0
ATL,E.Weems,2011,7.0,8.0,52.0,0.0,1.0,0.0,4.0,2.0,3.0,15.0,1.0,1.0,18.0,1.0
PIT,H.Ward,2011,22.0,25.0,184.0,1.0,3.0,16.0,6.0,19.0,27.0,135.0,2.0,4.0,37.0,7.0
NYG,B.Pascoe,2011,8.0,10.0,96.0,0.0,0.0,0.0,6.0,4.0,6.0,40.0,0.0,0.0,0.0,4.0
PIT,A.Brown,2011,21.0,37.0,354.0,8.0,15.0,158.0,8.0,26.0,44.0,298.0,12.0,21.0,276.0,8.0
MIN,J.Webb,2011,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0
SD,P.Crayton,2011,14.0,20.0,137.0,0.0,0.0,0.0,6.0,9.0,10.0,111.0,0.0,2.0,0.0,6.0
PHI,J.Avant,2011,25.0,35.0,266.0,3.0,6.0,66.0,7.0,17.0,25.0,227.0,2.0,7.0,64.0,8.0
CIN,A.Hawkins,2011,13.0,16.0,141.0,2.0,4.0,51.0,7.0,8.0,13.0,71.0,0.0,0.0,0.0,4.0
CHI,R.Williams,2011,13.0,18.0,168.0,1.0,5.0,23.0,7.0,18.0,26.0,210.0,5.0,9.0,106.0,7.0
DEN,D.Fells,2011,8.0,12.0,76.0,0.0,2.0,0.0,7.0,5.0,8.0,31.0,4.0,6.0,90.0,6.0
NYJ,J.Conner,2011,1.0,2.0,9.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
